RefEx Sample ID	Description	Number of samples	Sample type category	Experiment category	UBERON ID	UBERON label	CL ID	CL label	NCIT ID	NCIT label
RES00001980	Myoblast differentiation to myotubes, day10, control	3	primary cells	time courses	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
RES00001981	Myoblast differentiation to myotubes, day12, Duchenne Muscular Dystrophy	3	primary cells	time courses	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NCIT:C75482	Duchenne Muscular Dystrophy
RES00001982	Myoblast differentiation to myotubes, day12, control	3	primary cells	time courses	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
RES00001983	Myoblast	3	primary cells	snapshot	UBERON:0001134	skeletal muscle tissue	CL:0000515	skeletal muscle myoblast	NA	NA
RES00001984	NK T cell leukemia cell line:KHYG-1	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000814	mature NK T cell	NCIT:C82217	Natural killer cell lymphoblastic leukemia/lymphoma
RES00001985	Natural Killer Cells	3	primary cells	snapshot	UBERON:0000178	blood	CL:0000623	natural killer cell	NA	NA
RES00001986	Neural stem cells	2	primary cells	snapshot	UBERON:0001017	central nervous system	CL:0000047	neuronal stem cell	NA	NA
RES00001987	Neurons	3	primary cells	snapshot	UBERON:0000955	brain	CL:0000540	neuron	NA	NA
RES00001988	Neutrophils	3	primary cells	snapshot	UBERON:0000178	blood	CL:0000775	neutrophil	NA	NA
RES00001989	Nucleus Pulposus Cell	3	primary cells	snapshot	UBERON:0002242	nucleus pulposus	CL:0002564	nucleus pulposus cell of intervertebral disc	NA	NA
RES00001990	Olfactory epithelial cells	4	primary cells	snapshot	UBERON:0000004	nose	CL:0002167	olfactory epithelial cell	NA	NA
RES00001991	Oligodendrocyte - precursors	1	primary cells	snapshot	UBERON:0001017	central nervous system	CL:0002453	oligodendrocyte precursor cell	NA	NA
RES00001992	Osteoblast - differentiated	3	primary cells	snapshot	UBERON:0008883	osteoid	CL:0000062	osteoblast	NA	NA
RES00001993	Osteoblast	3	primary cells	snapshot	UBERON:0008883	osteoid	CL:0000062	osteoblast	NA	NA
RES00001994	Pancreatic stromal cells	1	primary cells	snapshot	UBERON:0001264	pancreas	CL:0002574	stromal cell of pancreas	NA	NA
RES00001995	Pericytes	3	primary cells	snapshot	UBERON:0001017	central nervous system	CL:0002575	central nervous system pericyte	NA	NA
RES00001996	Perineurial Cells	2	primary cells	snapshot	UBERON:0000121	perineurium	CL:0002576	perineural cell	NA	NA
RES00001997	Peripheral Blood Mononuclear Cells	3	primary cells	snapshot	UBERON:0000178	blood	CL:2000001	peripheral blood mononuclear cell	NA	NA
RES00001998	Placental Epithelial Cells	3	primary cells	snapshot	UBERON:0001987	placenta	CL:0002577	placental epithelial cell	NA	NA
RES00001999	Preadipocyte - breast, cytoplasmic fraction	1	primary cells	fractionations	UBERON:0000310	breast	CL:0002580	preadipocyte of the breast	NA	NA
RES00002000	Preadipocyte - breast	2	primary cells	snapshot	UBERON:0000310	breast	CL:0002580	preadipocyte of the breast	NA	NA
RES00002001	Preadipocyte - breast, nuclear fraction	1	primary cells	fractionations	UBERON:0000310	breast	CL:0002580	preadipocyte of the breast	NA	NA
RES00002002	Preadipocyte - omental	3	primary cells	snapshot	UBERON:0003688	omentum	CL:0002579	omentum preadipocyte	NA	NA
RES00002003	Preadipocyte - perirenal	1	primary cells	snapshot	UBERON:0005406	perirenal fat	CL:0002581	perirenal preadipocyte	NA	NA
RES00002004	Preadipocyte - subcutaneous	3	primary cells	snapshot	UBERON:0002072	hypodermis	CL:0002583	subcutaneous preadipocyte	NA	NA
RES00002005	Preadipocyte - visceral	3	primary cells	snapshot	UBERON:0000948	heart	CL:0002582	visceral preadipocyte	NA	NA
RES00002006	Prostate Epithelial Cells, polarized	1	primary cells	snapshot	UBERON:0002367	prostate gland	CL:0002231	epithelial cell of prostate	NA	NA
RES00002007	Prostate Epithelial Cells	2	primary cells	snapshot	UBERON:0002367	prostate gland	CL:0002231	epithelial cell of prostate	NA	NA
RES00002008	Prostate Stromal Cells	3	primary cells	snapshot	UBERON:0002367	prostate gland	CL:0002622	prostate stromal cell	NA	NA
RES00002009	Renal Cortical Epithelial Cells	2	primary cells	snapshot	UBERON:0001225	cortex of kidney	CL:0002584	renal cortical epithelial cell	NA	NA
RES00002010	Renal Epithelial Cells	3	primary cells	snapshot	UBERON:0002113	kidney	CL:0002518	kidney epithelial cell	NA	NA
RES00002011	Renal Glomerular Endothelial Cells	4	primary cells	snapshot	UBERON:0000074	renal glomerulus	CL:0002188	glomerular endothelial cell	NA	NA
RES00002012	Renal Mesangial Cells	3	primary cells	snapshot	UBERON:0002113	kidney	CL:0000650	mesangial cell	NA	NA
RES00002013	Renal Proximal Tubular Epithelial Cell	3	primary cells	snapshot	UBERON:0004134	proximal tubule	CL:0002306	epithelial cell of proximal tubule	NA	NA
RES00002014	Retinal Pigment Epithelial Cells	4	primary cells	snapshot	UBERON:0001782	pigmented layer of retina	CL:0002586	retinal pigment epithelial cell	NA	NA
RES00002015	SABiosciences XpressRef Human Universal Total RNA	1	tissues	snapshot	NA	NA	NA	NA	NA	NA
RES00002016	Saos-2 osteosarcoma cell line, untreated control, day28	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002017	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr00min	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002018	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr15min	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002019	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr30min	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002020	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr45min	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002021	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr00min	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002022	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr20min	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002023	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr40min	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002024	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr00min	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002025	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr30min	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002026	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 03hr	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002027	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 04hr	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002028	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 08hr	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002029	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 24hr	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002030	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day04	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002031	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day07	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002032	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day14	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002033	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day21	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002034	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day28	3	cell lines	time courses	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002035	Schwann Cells	3	primary cells	snapshot	UBERON:0000010	peripheral nervous system	CL:0002573	Schwann cell	NA	NA
RES00002036	Sebocyte	3	primary cells	snapshot	UBERON:0001821	sebaceous gland	CL:0000317	sebum secreting cell	NA	NA
RES00002037	Sertoli Cells	2	primary cells	snapshot	UBERON:0001343	seminiferous tubule of testis	CL:0000216	Sertoli cell	NA	NA
RES00002038	Skeletal Muscle Cells	6	primary cells	snapshot	UBERON:0001134	skeletal muscle tissue	CL:0000188	cell of skeletal muscle	NA	NA
RES00002039	Skeletal Muscle Satellite Cells	3	primary cells	snapshot	UBERON:0001134	skeletal muscle tissue	CL:0000594	skeletal muscle satellite cell	NA	NA
RES00002040	Skeletal muscle cells differentiated into Myotubes - multinucleated	3	primary cells	snapshot	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
RES00002041	Skin - palm	1	tissues	snapshot	UBERON:0013777	skin of palm of manus	NA	NA	NA	NA
RES00002042	Small Airway Epithelial Cells, cytoplasmic fraction	2	primary cells	fractionations	UBERON:0000065	respiratory tract	CL:0002368	respiratory epithelial cell	NA	NA
RES00002043	Small Airway Epithelial Cells, nuclear fraction	2	primary cells	fractionations	UBERON:0000065	respiratory tract	CL:0002368	respiratory epithelial cell	NA	NA
RES00002044	Small Airway Epithelial Cells	3	primary cells	snapshot	UBERON:0000065	respiratory tract	CL:0002368	respiratory epithelial cell	NA	NA
RES00002045	Smooth Muscle Cells - Aortic, cytoplasmic fraction	1	primary cells	fractionations	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
RES00002046	Smooth Muscle Cells - Aortic, nuclear fraction	1	primary cells	fractionations	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
RES00002047	Smooth Muscle Cells - Aortic	4	primary cells	snapshot	UBERON:0004178	aorta smooth muscle tissue	CL:0002539	aortic smooth muscle cell	NA	NA
RES00002048	Smooth Muscle Cells - Bladder	1	primary cells	snapshot	UBERON:0001255	urinary bladder	CL:0002597	smooth muscle cell of bladder	NA	NA
RES00002049	Smooth Muscle Cells - Brachiocephalic	3	primary cells	snapshot	UBERON:0001529	brachiocephalic artery	CL:0002589	smooth muscle cell of the brachiocephalic vasculature	NA	NA
RES00002050	Smooth Muscle Cells - Brain Vascular	3	primary cells	snapshot	UBERON:0000955	brain	CL:0002590	smooth muscle cell of the brain vasculature	NA	NA
RES00002051	Smooth Muscle Cells - Bronchial	2	primary cells	snapshot	UBERON:0002185	bronchus	CL:0002598	bronchial smooth muscle cell	NA	NA
RES00002052	Smooth Muscle Cells - Carotid	3	primary cells	snapshot	UBERON:0005396	carotid artery segment	CL:0002596	smooth muscle cell of the carotid artery	NA	NA
RES00002053	Smooth Muscle Cells - Colonic	3	primary cells	snapshot	UBERON:0001155	colon	CL:1000280	smooth muscle cell of colon	NA	NA
RES00002054	Smooth Muscle Cells - Coronary Artery	3	primary cells	snapshot	UBERON:0001621	coronary artery	CL:0002592	smooth muscle cell of the coronary artery	NA	NA
RES00002055	Smooth Muscle Cells - Esophageal	2	primary cells	snapshot	UBERON:0001043	esophagus	CL:0002599	smooth muscle cell of the esophagus	NA	NA
RES00002056	Smooth Muscle Cells - Internal Thoracic Artery	3	primary cells	snapshot	UBERON:0002456	internal thoracic artery	CL:0002593	internal thoracic artery	NA	NA
RES00002057	Smooth Muscle Cells - Intestinal	1	primary cells	snapshot	UBERON:0000160	intestine	CL:0002504	enteric smooth muscle cell	NA	NA
RES00002058	Smooth Muscle Cells - Prostate	3	primary cells	snapshot	UBERON:0002367	prostate gland	CL:1000487	smooth muscle cell of prostate	NA	NA
RES00002059	Smooth Muscle Cells - Pulmonary Artery	3	primary cells	snapshot	UBERON:0002012	pulmonary artery	CL:0002591	smooth muscle cell of the pulmonary artery	NA	NA
RES00002060	Smooth Muscle Cells - Subclavian Artery	3	primary cells	snapshot	UBERON:0001533	subclavian artery	CL:0002595	smooth muscle cell of the subclavian artery	NA	NA
RES00002061	Smooth Muscle Cells - Tracheal	3	primary cells	snapshot	UBERON:0003126	trachea	CL:0002600	smooth muscle cell of trachea	NA	NA
RES00002062	Smooth Muscle Cells - Umbilical Artery	3	primary cells	snapshot	UBERON:0001310	umbilical artery	CL:0002594	smooth muscle cell of the umbilical artery	NA	NA
RES00002063	Smooth Muscle Cells - Umbilical Vein	3	primary cells	snapshot	UBERON:0002066	umbilical vein	CL:0002588	smooth muscle cell of the umbilical vein	NA	NA
RES00002064	Smooth Muscle Cells - Umbilical artery	1	primary cells	snapshot	UBERON:0001310	umbilical artery	CL:0002594	smooth muscle cell of the umbilical artery	NA	NA
RES00002065	Smooth Muscle Cells - Uterine	2	primary cells	snapshot	UBERON:0000995	uterus	CL:0002601	uterine smooth muscle cell	NA	NA
RES00002066	Smooth muscle cells - airway, asthmatic	6	primary cells	snapshot	UBERON:0003126	trachea	CL:0002600	smooth muscle cell of trachea	NCIT:C28397	Asthma
RES00002067	Smooth muscle cells - airway, control	4	primary cells	snapshot	UBERON:0003126	trachea	CL:0002600	smooth muscle cell of trachea	NA	NA
RES00002068	Synoviocyte	3	primary cells	snapshot	UBERON:0002018	synovial membrane of synovial joint	CL:0000214	synovial cell	NA	NA
RES00002069	Trabecular Meshwork Cells	3	primary cells	snapshot	UBERON:0005969	eye trabecular meshwork	CL:0002367	trabecular meshwork cell	NA	NA
RES00002070	Tracheal Epithelial Cells	3	primary cells	snapshot	UBERON:0003126	trachea	CL:0000307	tracheal epithelial cell	NA	NA
RES00002071	Universal RNA - Human Normal Tissues Biochain	1	tissues	snapshot	NA	NA	NA	NA	NA	NA
RES00002072	Urethra	1	tissues	snapshot	UBERON:0000057	urethra	NA	NA	NA	NA
RES00002073	Urothelial Cells	4	primary cells	snapshot	UBERON:0000365	urothelium	CL:0000731	urothelial cell	NA	NA
RES00002074	Whole blood (ribopure)	8	primary cells	snapshot	UBERON:0000178	blood	CL:0000081	blood cell	NA	NA
RES00002075	Wilms' tumor cell line:G-401	1	cell lines	snapshot	UBERON:0002113	kidney	CL:1000497	kidney cell	NCIT:C8715	Rhabdoid tumor of the kidney
RES00002076	Wilms' tumor cell line:HFWT	1	cell lines	snapshot	UBERON:0002113	kidney	CL:1000497	kidney cell	NCIT:C40407	Renal Wilms tumor
RES00002077	acantholytic squamous carcinoma cell line:HCC1806	1	cell lines	snapshot	UBERON:0000310	breast	CL:0000076	squamous epithelial cell	NCIT:C40359	Squamous cell breast carcinoma, acantholytic variant
RES00002078	achilles tendon	1	tissues	snapshot	UBERON:0003701	calcaneal tendon	NA	NA	NA	NA
RES00002079	acute lymphoblastic leukemia (B-ALL) cell line:BALL-1	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000236	B cell	NCIT:C9143	Adult B acute lymphoblastic leukemia
RES00002080	acute lymphoblastic leukemia (B-ALL) cell line:NALM-6	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000236	B cell	NCIT:C9143	Adult B acute lymphoblastic leukemia
RES00002081	acute lymphoblastic leukemia (T-ALL) cell line:HPB-ALL	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000084	T cell	NCIT:C7953	Childhood T acute lymphoblastic leukemia
RES00002082	acute lymphoblastic leukemia (T-ALL) cell line:Jurkat	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000084	T cell	NCIT:C7953	Childhood T acute lymphoblastic leukemia
RES00002083	acute myeloid leukemia (FAB M0) cell line:KG-1	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C9154	Adult acute myeloid leukemia
RES00002084	acute myeloid leukemia (FAB M0) cell line:Kasumi-3	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C8303	Adult acute myeloid leukemia with minimal differentiation
RES00002085	acute myeloid leukemia (FAB M1) cell line:HYT-1	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C9154	Adult acute myeloid leukemia
RES00002086	acute myeloid leukemia (FAB M2) cell line:Kasumi-1	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C9381	Childhood acute myeloid leukemia with maturation
RES00002087	acute myeloid leukemia (FAB M2) cell line:Kasumi-6	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C9154	Adult acute myeloid leukemia
RES00002088	acute myeloid leukemia (FAB M2) cell line:NKM-1	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C9154	Adult acute myeloid leukemia
RES00002089	acute myeloid leukemia (FAB M3) cell line:HL60	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C9154	Adult acute myeloid leukemia
RES00002090	acute myeloid leukemia (FAB M4) cell line:FKH-1	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C9154	Adult acute myeloid leukemia
RES00002091	acute myeloid leukemia (FAB M4) cell line:HNT-34	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C9154	Adult acute myeloid leukemia
RES00002092	acute myeloid leukemia (FAB M4eo) cell line:EoL-1	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000771	eosinophil	NCIT:C4563	Chronic eosinophilic leukemia, not otherwise specified
RES00002093	acute myeloid leukemia (FAB M4eo) cell line:EoL-3	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000771	eosinophil	NCIT:C4563	Chronic eosinophilic leukemia, not otherwise specified
RES00002094	acute myeloid leukemia (FAB M5) cell line:NOMO-1	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000576	monocyte	NCIT:C8263	Adult acute monocytic leukemia
RES00002095	acute myeloid leukemia (FAB M5) cell line:P31/FUJ	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C9160	Childhood acute myeloid leukemia
RES00002096	acute myeloid leukemia (FAB M5) cell line:THP-1 (cytoplasmic fraction)	1	cell lines	fractionations	UBERON:0000178	blood	CL:0000576	monocyte	NCIT:C9163	Childhood acute monocytic leukemia
RES00002097	acute myeloid leukemia (FAB M5) cell line:THP-1 (fresh)	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000576	monocyte	NCIT:C9163	Childhood acute monocytic leukemia
RES00002098	acute myeloid leukemia (FAB M5) cell line:THP-1 (revived)	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000576	monocyte	NCIT:C9163	Childhood acute monocytic leukemia
RES00002099	acute myeloid leukemia (FAB M5) cell line:THP-1 (thawed)	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000576	monocyte	NCIT:C9163	Childhood acute monocytic leukemia
RES00002100	acute myeloid leukemia (FAB M5) cell line:U-937 DE-4	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000576	monocyte	NCIT:C8263	Adult acute monocytic leukemia
RES00002101	acute myeloid leukemia (FAB M6) cell line:EEB	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000764	erythroid lineage cell	NCIT:C8923	Acute erythroid leukemia
RES00002102	acute myeloid leukemia (FAB M6) cell line:F-36E	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000763	myeloid cell	NCIT:C3247	Myelodysplastic syndrome
RES00002103	acute myeloid leukemia (FAB M6) cell line:F-36P	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000763	myeloid cell	NCIT:C3247	Myelodysplastic syndrome
RES00002104	acute myeloid leukemia (FAB M7) cell line:M-MOK	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000553	megakaryocyte progenitor cell	NCIT:C7972	Childhood acute megakaryoblastic leukemia
RES00002105	acute myeloid leukemia (FAB M7) cell line:MKPL-1	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000553	megakaryocyte progenitor cell	NCIT:C7965	Adult acute megakaryoblastic leukemia
RES00002106	adenocarcinoma cell line:IM95m	1	cell lines	snapshot	UBERON:0000945	stomach	CL:0002178	epithelial cell of stomach	NCIT:C4004	Gastric adenocarcinoma
RES00002107	adipose tissue, adult	1	tissues	snapshot	UBERON:0001013	adipose tissue	NA	NA	NA	NA
RES00002108	adipose	4	tissues	snapshot	UBERON:0001013	adipose tissue	NA	NA	NA	NA
RES00002109	adrenal cortex adenocarcinoma cell line:SW-13	1	cell lines	snapshot	UBERON:0001235	adrenal cortex	CL:0002097	cortical cell of adrenal gland	NCIT:C9325	Adrenal cortex carcinoma
RES00002110	adrenal gland, adult	1	tissues	snapshot	UBERON:0002369	adrenal gland	NA	NA	NA	NA
RES00002111	adult T-cell leukemia cell line:ATN-1	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000084	T cell	NCIT:C9142	Adult T acute lymphoblastic leukemia
RES00002112	alveolar cell carcinoma cell line:SW 1573	1	cell lines	snapshot	UBERON:0002299	alveolus of lung	CL:0000082	epithelial cell of lung	NCIT:C2923	Minimally invasive lung adenocarcinoma
RES00002113	amniotic membrane cells	3	primary cells	snapshot	UBERON:0000305	amnion	NA	NA	NA	NA
RES00002114	amygdala, adult	2	tissues	snapshot	UBERON:0001876	amygdala	NA	NA	NA	NA
RES00002115	amygdala, newborn	1	tissues	snapshot	UBERON:0001876	amygdala	NA	NA	NA	NA
RES00002116	anaplastic carcinoma cell line:8305C	1	cell lines	snapshot	UBERON:0002046	thyroid gland	CL:0002257	epithelial cell of thyroid gland	NCIT:C3878	Thyroid gland undifferentiated (anaplastic) carcinoma
RES00002117	anaplastic large cell lymphoma cell line:Ki-JK	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000084	T cell	NCIT:C3720	Anaplastic large cell lymphoma
RES00002118	anaplastic squamous cell carcinoma cell line:RPMI 2650	1	cell lines	snapshot	UBERON:0001706	nasal septum	CL:0000076	squamous epithelial cell	NCIT:C34447	Head and neck squamous cell carcinoma
RES00002119	aorta, adult	1	tissues	snapshot	UBERON:0000947	aorta	NA	NA	NA	NA
RES00002120	appendix	1	tissues	snapshot	UBERON:0001154	vermiform appendix	NA	NA	NA	NA
RES00002121	argyrophil small cell carcinoma cell line:TC-YIK	1	cell lines	snapshot	UBERON:0000002	uterine cervix	CL:0002535	epithelial cell of cervix	NCIT:C7982	Cervical small cell carcinoma
RES00002122	artery	1	tissues	snapshot	UBERON:0001637	artery	NA	NA	NA	NA
RES00002123	astrocytoma cell line:TM-31	1	cell lines	snapshot	UBERON:0000955	brain	CL:0000127	astrocyte	NCIT:C60781	Astrocytoma
RES00002124	b cell line:RPMI1788	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000236	B cell	NA	NA
RES00002125	basal cell carcinoma cell line:TE 354.T	1	cell lines	snapshot	UBERON:0001003	skin epidermis	CL:0002187	basal cell of epidermis	NCIT:C2921	Skin basal cell carcinoma
RES00002126	bile duct carcinoma cell line:HuCCT1	1	cell lines	snapshot	UBERON:0002394	bile duct	CL:0000182	hepatocyte	NCIT:C35417	Intrahepatic cholangiocarcinoma
RES00002127	bile duct carcinoma cell line:TFK-1	1	cell lines	snapshot	UBERON:0002394	bile duct	CL:0000066	epithelial cell	NCIT:C4436	Cholangiocarcinoma
RES00002128	biphenotypic B myelomonocytic leukemia cell line:MV-4-11	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000576	monocyte	NCIT:C9163	Childhood acute monocytic leukemia
RES00002129	bladder, adult	1	tissues	snapshot	UBERON:0001255	urinary bladder	NA	NA	NA	NA
RES00002130	blood, adult	1	tissues	snapshot	UBERON:0000178	blood	NA	NA	NA	NA
RES00002131	bone marrow stromal cell line:StromaNKtert	1	cell lines	snapshot	UBERON:0002371	bone marrow	CL:0010001	stromal cell of bone marrow	NA	NA
RES00002132	bone marrow	1	tissues	snapshot	UBERON:0002371	bone marrow	NA	NA	NA	NA
RES00002133	brain, adult	2	tissues	snapshot	UBERON:0000955	brain	NA	NA	NA	NA
RES00002134	brain, fetal	1	tissues	snapshot	UBERON:0000955	brain	NA	NA	NA	NA
RES00002135	breast carcinoma cell line:MCF7	1	cell lines	snapshot	UBERON:0001911	mammary gland	CL:0002327	mammary gland epithelial cell	NCIT:C4194	Invasive ductal carcinoma, not otherwise specified
RES00002136	breast carcinoma cell line:MDA-MB-453	1	cell lines	snapshot	UBERON:0001911	mammary gland	CL:0002327	mammary gland epithelial cell	NCIT:C5214	Breast adenocarcinoma
RES00002137	breast, adult	1	tissues	snapshot	UBERON:0000310	breast	NA	NA	NA	NA
RES00002138	bronchial squamous cell carcinoma cell line:KNS-62	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C3493	Squamous cell lung carcinoma
RES00002139	bronchioalveolar carcinoma cell line:NCI-H358	1	cell lines	snapshot	UBERON:0002299	alveolus of lung	CL:0000082	epithelial cell of lung	NCIT:C2923	Minimally invasive lung adenocarcinoma
RES00002140	bronchioalveolar carcinoma cell line:NCI-H650	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C3512	Lung adenocarcinoma
RES00002141	bronchogenic carcinoma cell line:ChaGo-K-1	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C35875	Bronchogenic carcinoma
RES00002142	carcinoid cell line:NCI-H1770	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C2926	Non-small cell lung carcinoma
RES00002143	carcinoid cell line:NCI-H727	1	cell lines	snapshot	UBERON:0002048	lung	CL:1000223	lung neuroendocrine cell	NCIT:C4038	Lung carcinoid tumor
RES00002144	carcinoid cell line:SK-PN-DW	1	cell lines	snapshot	UBERON:0003693	retroperitoneum	CL:0000133	neurectodermal cell	NCIT:C3716	Primitive neuroectodermal tumor
RES00002145	carcinosarcoma cell line:JHUCS-1	1	cell lines	snapshot	UBERON:0000995	uterus	NA	NA	NCIT:C42700	Uterine carcinosarcoma
RES00002146	caudate nucleus, adult	3	tissues	snapshot	UBERON:0001873	caudate nucleus	NA	NA	NA	NA
RES00002147	caudate nucleus, newborn	1	tissues	snapshot	UBERON:0001873	caudate nucleus	NA	NA	NA	NA
RES00002148	cerebellum, adult	3	tissues	snapshot	UBERON:0002037	cerebellum	NA	NA	NA	NA
RES00002149	cerebellum, newborn	1	tissues	snapshot	UBERON:0002037	cerebellum	NA	NA	NA	NA
RES00002150	cerebral meninges	1	tissues	snapshot	UBERON:0010743	meningeal cluster	NA	NA	NA	NA
RES00002151	cerebrospinal fluid	1	tissues	snapshot	UBERON:0001359	cerebrospinal fluid	NA	NA	NA	NA
RES00002152	cervical cancer cell line:D98-AH2	1	cell lines	snapshot	UBERON:0000002	uterine cervix	CL:0002535	epithelial cell of cervix	NCIT:C27677	Human papillomavirus-related endocervical adenocarcinoma
